award_id_piid,current_total_value_of_award,recipient_name,financial_year,uniqueness,years
HSCEDM16J00044,1911358.29,GEO CARE LLC,2016,multi-year,multi-year
HSCEDM16J00049,1956129.3,GEO CARE LLC,2016,multi-year,multi-year
HSCEMS16J00099,2015760,VISTA OUTDOOR SALES LLC,2016,multi-year,multi-year
HSCEDM16J00046,2147276.63,GEO CARE LLC,2016,multi-year,multi-year
HSCETC16C00002,2197122,"PEN-LINK, LTD.",2016,multi-year,multi-year
HSCEMD16P00039,2220200,HARRIS CORPORATION,2016,multi-year,multi-year
HSCEMD16FAF002,2850082.92,INTEGRAL CONSULTING SERVICES INCORPORATED,2016,multi-year,multi-year
HSCETE16J00343,3867722.96,"FOUR POINTS TECHNOLOGY, L.L.C.",2016,multi-year,multi-year
HSCEDM16J00017,5244682.16,"GEO GROUP INC., THE",2016,multi-year,multi-year
HSCEMD16F00041,5671377.79,"SOLUTIONS THROUGH INNOVATIVE TECHNOLOGIES, INC.",2016,multi-year,multi-year
HSCEDM16J00003,41603401.74,"AHTNA SUPPORT AND TRAINING SERVICES, LLC",2016,multi-year,multi-year
HSCETE15J00227,42582771.57,"HP ENTERPRISE SERVICES, LLC",2016,multi-year,multi-year
HSCEDM16J00023,43135403.9,CORRECTIONS CORPORATION OF AMERICA,2016,multi-year,multi-year
HSCEDM16J00004,52665942.04,"GEO GROUP, INC., THE",2016,multi-year,multi-year
HSCEDM16J00022,71927837.49,"ASSET PROTECTION & SECURITY SERVICES, L.P.",2016,multi-year,multi-year
HSCEDM15P00066,405,"LATAH, COUNTY OF",2016,multi-year,multi-year
HSCETE16J00308,1940,BLUE TECH INC.,2016,multi-year,multi-year
HSCETE16J00313,1964,BLUE TECH INC.,2016,multi-year,multi-year
HSCETE16J00151,3544.36,BLUE TECH INC.,2016,multi-year,multi-year
HSCETE16J00449,3928.04,"AKIRA TECHNOLOGIES, INC",2016,multi-year,multi-year
HSCETE16J00217,4250,BLUE TECH INC.,2016,multi-year,multi-year
HSCETE16J00369,4407.21,BLUE TECH INC.,2016,multi-year,multi-year
HSCETE16J00252,4680,"AKIRA TECHNOLOGIES, INC",2016,multi-year,multi-year
HSCETE16J00309,5219.69,BLUE TECH INC.,2016,multi-year,multi-year
HSCETE16J00203,5400,BLUE TECH INC.,2016,multi-year,multi-year
HSCEMS16J00071,5407.5,"REMINGTON ARMS COMPANY, LLC",2016,multi-year,multi-year
HSCETE16J00153,5847.65,BLUE TECH INC.,2016,multi-year,multi-year
HSCETE16J00316,5862.5,BLUE TECH INC.,2016,multi-year,multi-year
HSCETE16J00339,5897.1,BLUE TECH INC.,2016,multi-year,multi-year
HSCEMS16J00042,6180,"REMINGTON ARMS COMPANY, LLC",2016,multi-year,multi-year
HSCEMD16J00009,6400,BLUE TECH INC.,2016,multi-year,multi-year
HSCETE16J00211,6475,BLUE TECH INC.,2016,multi-year,multi-year
HSCETE16J00219,9080.2,"AKIRA TECHNOLOGIES, INC",2016,multi-year,multi-year
HSCETE16J00412,9174.51,BLUE TECH INC.,2016,multi-year,multi-year
HSCETE16J00331,9971.94,"AKIRA TECHNOLOGIES, INC",2016,multi-year,multi-year
HSCETE16J00349,10416,BLUE TECH INC.,2016,multi-year,multi-year
HSCETE16J00354,10620,BLUE TECH INC.,2016,multi-year,multi-year
HSCEMS16J00108,13625,"REMINGTON ARMS COMPANY, LLC",2016,multi-year,multi-year
HSCETE16J00422,13844,"AKIRA TECHNOLOGIES, INC",2016,multi-year,multi-year
HSCETE16J00130,14095.63,"AKIRA TECHNOLOGIES, INC",2016,multi-year,multi-year
HSCETE16J00411,16049.83,"AKIRA TECHNOLOGIES, INC",2016,multi-year,multi-year
HSCETE16J00215,18018.8,BLUE TECH INC.,2016,multi-year,multi-year
HSCETE16J00330,18700,BLUE TECH INC.,2016,multi-year,multi-year
HSCETE16J00333,19022.05,"AKIRA TECHNOLOGIES, INC",2016,multi-year,multi-year
HSCETE16F00042,19156.07,TYCO INTEGRATED SECURITY LLC,2016,multi-year,multi-year
HSCETE16J00047,24613.7,"AKIRA TECHNOLOGIES, INC",2016,multi-year,multi-year
HSCETE16J00464,25987,"AKIRA TECHNOLOGIES, INC",2016,multi-year,multi-year
HSCEMS16J00006,26589.14,"ALLCLEAR ID, INC.",2016,multi-year,multi-year
HSCEMS16J00097,27681.25,"REMINGTON ARMS COMPANY, LLC",2016,multi-year,multi-year
HSCETE16J00366,42996.24,"AKIRA TECHNOLOGIES, INC",2016,multi-year,multi-year
HSCEMS16J00069,45320,"REMINGTON ARMS COMPANY, LLC",2016,multi-year,multi-year
HSCETE16J00229,48374.54,"AKIRA TECHNOLOGIES, INC",2016,multi-year,multi-year
HSCEMS16J00110,48628.45,"REMINGTON ARMS COMPANY, LLC",2016,multi-year,multi-year
HSCETC15F00016,67373.64,"N2GRATE GOVERNMENT TECHNOLOGY SOLUTIONS, LLC",2016,multi-year,multi-year
HSCEMS16F00047,70594,TYCO INTEGRATED SECURITY LLC,2016,multi-year,multi-year
HSCETE16J00066,73419.81,"AKIRA TECHNOLOGIES, INC",2016,multi-year,multi-year
HSCETE16J00318,74123.42,"AKIRA TECHNOLOGIES, INC",2016,multi-year,multi-year
HSCEMD16J00007,95145.67,"AKIRA TECHNOLOGIES, INC",2016,multi-year,multi-year
HSCETC16F00004,130999.99,TYCO INTEGRATED SECURITY LLC,2016,multi-year,multi-year
HSCEMS16F00016,145090.27,"FEDERAL FACILITATORS, LLC.",2016,multi-year,multi-year
HSCETE16F00035,159165.64,TYCO INTEGRATED SECURITY LLC,2016,multi-year,multi-year
HSCEMD16J00064,210240,BLUE TECH INC.,2016,multi-year,multi-year
HSCEMS16J00076,222443.64,"REMINGTON ARMS COMPANY, LLC",2016,multi-year,multi-year
HSCEMS16J00073,420040.4,"REMINGTON ARMS COMPANY, LLC",2016,multi-year,multi-year
HSCEMS16J00056,445346.25,"REMINGTON ARMS COMPANY, LLC",2016,multi-year,multi-year
HSCEMS16J00038,521823.75,"REMINGTON ARMS COMPANY, LLC",2016,multi-year,multi-year
HSCEMS16J00063,832754,"REMINGTON ARMS COMPANY, LLC",2016,multi-year,multi-year
HSCEMD15F00158,1389236.28,MCMANIS ASSOCIATES INC.,2016,multi-year,multi-year
HSCEMS15J00058,1646.4,ATK SPORTING GROUP LLC,2016,multi-year,multi-year
HSCEMS14J00105,14927.36,ATK SPORTING GROUP LLC,2016,multi-year,multi-year
HSCEMS14J00117,15585.92,ATK SPORTING GROUP LLC,2016,multi-year,multi-year
HSCEMS15J00070,45001.6,ATK SPORTING GROUP LLC,2016,multi-year,multi-year
HSCEMS15J00135,83856.64,ATK SPORTING GROUP LLC,2016,multi-year,multi-year
HSCEMS14F00027,224779.06,U S  GOVERNMENT CONSULTING GRO,2016,multi-year,multi-year
HSCEMS14J00098,333011.84,ATK SPORTING GROUP LLC,2016,multi-year,multi-year
HSCEMD16FAF001,37870.76,"FORFEITURE SUPPORT ASSOCIATES, LLC",2016,multi-year,multi-year
HSCEMS15F00062,267697.85,"FITZGERALD, BEN REAL ESTATE SE",2016,multi-year,multi-year
HSCEDM13J00023,1670723.16,"FITZGERALD, BEN REAL ESTATE SE",2016,multi-year,multi-year
HSCETC16F00002,63492.8,LEVEL 3 COMMUNICATIONS LIMITED LIABILITY COMPANY,2016,multi-year,multi-year
HSCETC14F00028,6913426.23,CLEARAVENUE LIMITED LIABILITY COMPANY,2016,multi-year,multi-year
HSCEMS16J00025,442.6,FEDERAL CARTRIDGE COMPANY,2016,multi-year,multi-year
HSCEMS16J00021,5039.4,FEDERAL CARTRIDGE COMPANY,2016,multi-year,multi-year
HSCEMD12P00101,11428.13,N CALIFORNIA REGIONAL PUBLIC SAFETY TRAINING AUTHORITY,2016,multi-year,multi-year
HSCEMS16J00036,13278,FEDERAL CARTRIDGE COMPANY,2016,multi-year,multi-year
HSCEMS16J00047,63244.47,FEDERAL CARTRIDGE COMPANY,2016,multi-year,multi-year
HSCEMS16J00046,113760.69,FEDERAL CARTRIDGE COMPANY,2016,multi-year,multi-year
HSCEMS16J00032,709295.55,FEDERAL CARTRIDGE COMPANY,2016,multi-year,multi-year
HSCETE16J00433,1023.7,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00317,1050.78,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00394,2208,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00097,2561.28,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCEMD16F00099,3175,JTF BUSINESS SYSTEMS INC,2016,multi-year,multi-year
HSCETC16J00034,3807,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00040,4768.43,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00426,5243.46,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00099,5387.2,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00289,5500,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00166,6037.3,"GOVERNMENT ACQUISITIONS, INC.",2016,multi-year,multi-year
HSCETE16J00535,6313.19,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00398,6315.37,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCEMD16F00046,6596,WHITAKER BROTHERS BUSINESS MACHINES INC,2016,multi-year,multi-year
HSCETE16J00476,6819.44,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETC16J00020,6865.93,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00311,7175.92,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00054,7337.52,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00007,7572.3,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16P00054,8273.1,JDL DIGITAL SYSTEMS INC,2016,multi-year,multi-year
HSCETE16J00399,8578.52,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00259,9183.85,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00037,11410.87,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00475,12346.8,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00065,12538.4,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00382,13319.8,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00367,13916.4,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00087,14202.6,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00371,14950.44,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00415,15078.75,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00077,15387.31,"GOVERNMENT ACQUISITIONS, INC.",2016,multi-year,multi-year
HSCETE16J00241,15596.18,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00355,16735.19,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00472,17384.91,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00074,18108.37,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00020,22407.12,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00001,22986.84,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00125,26546.55,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00424,32442.06,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCEMD16J00006,47850,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00453,49450.6,"GOVERNMENT ACQUISITIONS, INC.",2016,multi-year,multi-year
HSCEMS16F00020,50350,"MEDALCRAFT MINT, INC, THE",2016,multi-year,multi-year
HSCETE16J00264,51872.5,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00372,54936.84,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00046,57210.5,"GOVERNMENT ACQUISITIONS, INC.",2016,multi-year,multi-year
HSCETE16J00019,61158.64,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCEMD16P00120,81400,JDL DIGITAL SYSTEMS INC,2016,multi-year,multi-year
HSCETE16J00358,84875.71,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00006,88918.06,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00022,95137.23,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00444,113537.2,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCEMD16J00011,148188,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00126,183270.74,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCETE16J00315,184786,"GOVERNMENT ACQUISITIONS, INC.",2016,multi-year,multi-year
HSCETE16J00068,202897.11,"PANAMERICA COMPUTERS, INC.",2016,multi-year,multi-year
HSCEMD16P00095,450000,JDL DIGITAL SYSTEMS INC,2016,multi-year,multi-year
HSCEDM16J00021,48432542.79,"AKIMA GLOBAL SERVICES, LLC",2016,multi-year,multi-year
HSCETE16J00533,475.08,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE16J00135,660.18,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00030,692.04,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE16J00021,710.24,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00345,805.65,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE16J00347,805.65,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE16J00117,872.18,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00299,992.56,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00191,1084.84,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE16J00146,1251.48,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETC16J00018,1320.36,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETC16J00023,1320.36,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00057,1320.36,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE15J00099,1327.48,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00388,1353.72,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE16J00103,1384.08,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE16J00177,1384.36,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16P00012,1386.65,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00138,1532.36,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00152,1581.3,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00069,1627.26,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE16J00161,1710.24,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00162,1728.36,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00338,1742.12,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00147,1877.22,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCEMS16J00013,2000,OLIN CORPORATION,2016,multi-year,multi-year
HSCETE16J00086,2022.54,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00288,2308.28,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00337,2466.27,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCEMS15J00076,2610.32,"MYTHICS, INC",2016,multi-year,multi-year
HSCETE15J00328,2655.98,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00190,2691.46,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00458,2698.89,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00207,2768.16,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE16J00132,2987.03,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00521,3009.12,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00165,3113.76,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETC16J00028,3198.81,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00183,3286,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00266,3568,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETC16J00013,3583.53,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00456,3609.92,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE16J00395,3703.18,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00061,3740.4,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00124,3906.5,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00258,4110.45,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00180,4158,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00158,4277.4,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETC16J00029,4301.44,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00334,4309.16,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE16J00361,4376,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00197,4429.41,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00440,4837.46,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00213,4873.6,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00023,4944,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCEMS16J00052,5000,OLIN CORPORATION,2016,multi-year,multi-year
HSCETE16J00083,5156.24,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00072,5223,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE15J00314,5291.46,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00326,5352,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00327,5352,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00508,5352,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00075,5493.44,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00106,5522.48,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00029,5548,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00173,5601.72,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00270,5766.45,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00269,5847,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00307,5866.12,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE16J00247,5883.42,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCEMR15F00028,5953.5,DOCUMENT IMAGING DIMENSIONS,2016,multi-year,multi-year
HSCETE16J00378,6061.08,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00290,6180,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00004,6211.3,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00272,6269.26,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE15J00584,6357.16,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00248,6486,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00081,6632.85,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETC16J00019,6765.44,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00306,6768.6,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE16J00220,6840,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00194,7038.18,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00051,7142.6,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00335,7222.12,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00120,7261.98,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00428,7373.42,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00196,7561.08,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00254,7671.08,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE16J00143,7708.54,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00261,7792,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00195,7956.54,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00003,7975,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00296,8036,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETC16J00012,8215,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00257,8367.18,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00310,8485.94,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00285,8713.84,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00149,8721.36,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE15J00201,8878,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00163,8933.04,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00136,8935.19,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00363,9024.8,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE15J00614,9165,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00062,9218.82,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00540,9476.04,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETC16J00032,9740,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00255,9752,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00025,9802.14,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00262,9805.7,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00240,9968.39,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE15J00466,9993,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETC16J00035,10051.2,"MYTHICS, INC",2016,multi-year,multi-year
HSCETE16J00133,10216.74,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00008,10380.6,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE16J00053,10896.58,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00148,11036.4,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE16J00063,11295.46,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETC16J00021,11401.92,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETC16J00010,11539,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCETE15J00456,11766.84,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00293,11834.61,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00274,12488,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00512,12488,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00067,13139.76,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00159,13372.07,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00056,13511.42,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00352,13828.4,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00109,13897.56,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00304,13988.44,DELL FEDERAL SYSTEMS L.P.,2016,multi-year,multi-year
HSCECR12F00090,14398.4,DOCUMENT IMAGING DIMENSIONS,2016,multi-year,multi-year
HSCETE16J00156,14670.75,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00091,14862.3,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00009,14888.4,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00286,15617.66,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00370,16338.45,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETC16J00009,16712.11,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00214,16731.42,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00164,16782.37,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00250,16782.48,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00171,16890.57,"MYTHICS, INC",2016,multi-year,multi-year
HSCETE16J00199,16904,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00351,17478,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00275,17840,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00301,17840,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00167,18062.52,"ANACAPA MICRO PRODUCTS, INC.",2016,multi-year,multi-year
HSCETE16J00027,18073,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00206,18073,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
HSCETE16J00364,18594.23,GOVPLACE,2016,multi-year,multi-year
HSCETE16J00294,19730.16,"NET DIRECT SYSTEMS, LLC",2016,multi-year,multi-year
