award_id,recipient_name,parent_name,recipient_city,recipient_state,current_total_value,potential_total_value,awarding_office_name,awarding_office_cat,naics_description,naics_cat,award_description,product_combo,company_combo
HSCEDM14F00011,Alutiiq Diversified Services,Afognak Native,Anchorage,AK,5135635.83,5573643.41,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management,Consulting,Facilities Maintenance Solicitation,Administrative Management||Consulting,Alutiiq Diversified Services||Afognak Native
HSCETC16J00056,Dev Technology Group,Dev Technology Group,Reston,VA,4502844.91,4577614.91,Information Technology Division,Information Technology,Data Vizualization,IT,IT Service Management Implementation and Licensing,Data Vizualization||IT,Dev Technology Group||Dev Technology Group
HSCETC16J00057,Dev Technology Group,Dev Technology Group,Reston,VA,9552286.36,32191918.2,Information Technology Division,Information Technology,Data Vizualization,IT,"Sharepoint Operations, Maintenance and Development Support Services",Data Vizualization||IT,Dev Technology Group||Dev Technology Group
HSCETC17J00004,Dev Technology Group,Dev Technology Group,Reston,VA,3109129.68,7457706.59,Information Technology Division,Information Technology,Data Vizualization,IT,Business Support Systems Program (BSSP) Operations and Maintenance (O&M) Support Services,Data Vizualization||IT,Dev Technology Group||Dev Technology Group
HSCETC16J00026,Dev Technology Group,Dev Technology Group,Reston,VA,35633118.82,67311395.85,Mission Support Washington,Mission Support,Databases,IT,Enforcement Systems Operations and Maintenance (O&M) Support Services,Databases||IT,Dev Technology Group||Dev Technology Group
HSCETC16J00006,Dev Technology Group,Dev Technology Group,Reston,VA,2199677.16,3008241.96,Mission Support Washington,Mission Support,IT Support,IT,IT Infrastructure Support,IT Support||IT,Dev Technology Group||Dev Technology Group
HSCETC16J00052,Dev Technology Group,Dev Technology Group,Reston,VA,2560488.77,5596021.72,Information Technology Division,Information Technology,IT Support,IT,Real Property Management System (RPMS) Operations and Maintenance (O&M) Support Services,IT Support||IT,Dev Technology Group||Dev Technology Group
70CTD018FR0000118,DLT Solutions,DLT Mergerco,Herndon,VA,88344.92,88344.92,Information Technology Division,Information Technology,IT Maintenance,IT,Solarwinds Services Maintenance Renewal,IT Maintenance||IT,DLT Solutions||DLT Mergerco
HSCETE17F00050,DLT Solutions,DLT Mergerco,Herndon,VA,103459.04,103459.04,Information Technology Division,Information Technology,IT Maintenance,IT,"Solarwinds App Expand into Enterprise Wide Monitoring Tool&Moving to the Cloud Pop 8 Consec Weeks On-Site Support W Solarwinds ""Goods"" Procurement",IT Maintenance||IT,DLT Solutions||DLT Mergerco
70CTD018FR0000015,DLT Solutions,DLT Mergerco,Herndon,VA,3370.25,3370.25,Information Technology Division,Information Technology,Software Licenses,IT,Fy18 Funding to Renew 5 Toad for Oracle Software (License and Maintenance Package).,Software Licenses||IT,DLT Solutions||DLT Mergerco
HSCEMD17F00001,Dun & Bradstreet,Dun & Bradstreet,Reston,VA,1967091.65,3392412,Mission Support Dallas,Mission Support,Credit Bureaus,Financial,D&B Database Access,Credit Bureaus||Financial,Dun & Bradstreet||Dun & Bradstreet
HSCEMS17F00007,Dun & Bradstreet,Dun & Bradstreet,Reston,VA,5859.15,5859.15,Mission Support Washington,Mission Support,Credit Bureaus,Financial,Hoover's Relationship Manager,Credit Bureaus||Financial,Dun & Bradstreet||Dun & Bradstreet
HSCEMD14F00082,Economic Systems,Economic Systems,Falls Church,VA,657957.75,839218.56,Detention Compliance And Removals,Detention Compliance And Removals,Software Licenses,Consulting,Federal Retirement Benefits Software,Software Licenses||Consulting,Economic Systems||Economic Systems
HSCETC14F00004,Inforeliance,ECS Federal,Fairfax,VA,421721.27,421721.27,Mission Support Washington,Mission Support,Software Licenses,IT,Microsoft Gimmalsoft Compliance Suite.,Software Licenses||IT,Inforeliance||ECS Federal
HSCEMD17P00135,ECS Federal,Electronic Consulting Services,Fairfax,VA,18778,18778,Mission Support Dallas,Mission Support,Surveillance Equipment,IT,Satellite Equipment,Surveillance Equipment||IT,ECS Federal||Electronic Consulting Services
HSCEDM15P00152,Elite Shooting Sports,Elite Shooting Sports,Manassas,VA,165800,216800,Detention Compliance And Removals,Detention Compliance And Removals,Amusement,Sports & Rec,Shooting Range for Washington Field Office,Amusement||Sports & Rec,Elite Shooting Sports||Elite Shooting Sports
70CTD018FR0000096,Emergent,Emergent,Vienna,VA,56370.22,56370.22,Information Technology Division,Information Technology,Software Licenses,IT,Software,Software Licenses||IT,Emergent||Emergent
70CTD018FR0000098,Emergent,Emergent,Vienna,VA,691441.8,691441.8,Information Technology Division,Information Technology,Software Licenses,IT,"Amb15042 - New Software Acquisition for Oracle Goldengate, Oracle Goldengate Foundation Suite&Accompanying Software Update License&Support; Ui#18-Opsasb0009",Software Licenses||IT,Emergent||Emergent
HSCEMS08JCL013,Kadix Systems,Engility,Arlington,VA,5206069.48,5206069.48,Mission Support Orlando,Mission Support,Administrative Management,Consulting,Program Executive Office Support Services,Administrative Management||Consulting,Kadix Systems||Engility
HSCEMS08JCL014,Kadix Systems,Engility,Arlington,VA,1572077.78,1572077.78,Mission Support Orlando,Mission Support,Administrative Management,Consulting,"Deobligation of Funding From Fy2008, Fy2009, and Fy2010 Totaling $309,387.60",Administrative Management||Consulting,Kadix Systems||Engility
HSCETC13J00001,Kadix Systems,Engility,Arlington,VA,9558365.42,9558365.42,Mission Support Washington,Mission Support,Databases,IT,Logical Follow-On Task Order for Enterprise Architecture Services IGF::OT::IGF. Pop 11/10/2012-10/31/2013 *If All Options are Exercised.,Databases||IT,Kadix Systems||Engility
HSCETE15J00227,HP Enterprise Services,Enterprise Services,Herndon,VA,42559158.37,76108744.71,Information Technology Division,Information Technology,Databases,IT,DHS Data Center 2,Databases||IT,HP Enterprise Services||Enterprise Services
70CTD018FC0000074,ESCGov,ESCGov,Mc Lean,VA,1148309.53,1148309.53,Information Technology Division,Information Technology,IT Maintenance,Office Supplies,Amb14463 - IBM Maintenance Renewal From DHS BPA Hshqdc-11-A-00040 Pop: 4/1/2018 - 3/31/2019,IT Maintenance||Office Supplies,ESCGov||ESCGov
70CTD018FC0000020,ESCGov,ESCGov,Mc Lean,VA,27954.6,27954.6,Mission Support Washington,Mission Support,IT Support,Office Supplies,Service Contract Extension (IBM I2 Analyst's Notebook) Pop (4/1/2018-3/31/2019),IT Support||Office Supplies,ESCGov||ESCGov
70CMSD18FC0000008,ESCGov,ESCGov,Mc Lean,VA,5765.68,5765.68,Mission Support Dallas,Mission Support,Software Licenses,Office Supplies,Software License Subscription and Support,Software Licenses||Office Supplies,ESCGov||ESCGov
70CTD018FC0000018,ESCGov,ESCGov,Mc Lean,VA,37486.4,37486.4,Mission Support Washington,Mission Support,Software Licenses,Office Supplies,IBM Websphere Application,Software Licenses||Office Supplies,ESCGov||ESCGov
HSCETE15J00012,ESCGov,ESCGov,Mc Lean,VA,1451286.1,1813234.1,Information Technology Division,Information Technology,Software Licenses,Office Supplies,IBM Cognos Business Intelligence (BI) User Per Processor Value Unit (PVU) Licenses + Sw Subsription&Support,Software Licenses||Office Supplies,ESCGov||ESCGov
HSCEMD17P00117,EWA Government Systems,EWA Government Systems,Herndon,VA,243000,243000,Mission Support Dallas,Mission Support,Office Equipment,Telecom,Vacuum Sealers,Office Equipment||Telecom,EWA Government Systems||EWA Government Systems
HSCEMD11J00035,Fax Plus,Fax Plus,Arlington,VA,12560.74,25192.54,Detention Compliance And Removals,Detention Compliance And Removals,Copiers,Office Supplies,Copier Lease,Copiers||Office Supplies,Fax Plus||Fax Plus
HSCEMS11J00084,Fax Plus,Fax Plus,Arlington,VA,36785.1,58902.9,Mission Support Orlando,Mission Support,Copiers,Office Supplies,60 Month Color Copier Lease,Copiers||Office Supplies,Fax Plus||Fax Plus
HSCEMS12J00071,Fax Plus,Fax Plus,Arlington,VA,53789.65,53789.65,Mission Support Orlando,Mission Support,Copiers,Office Supplies,Lease Copier,Copiers||Office Supplies,Fax Plus||Fax Plus
70CMSD18P00000010,Federal Lock and Safe,Federal Lock and Safe,Arlington,VA,4182,4182,Mission Support Dallas,Mission Support,Locksmiths,Trade & Manufacturing,Lock Repair/Installation,Locksmiths||Trade & Manufacturing,Federal Lock and Safe||Federal Lock and Safe
70CTD018P00000013,FedResults,FedResults,Reston,VA,57230,57230,Information Technology Division,Information Technology,Software Licenses,IT,Fy18 Funding for Uipath Robotics Process Automation Software for Pilot Testing,Software Licenses||IT,FedResults||FedResults
70CMSW18P00000031,Forbes,Forbes,Richmond,VA,5253.99,5253.99,Mission Support Washington,Mission Support,Employee Recognition,Retail,Recognition Plaques for Foia Employees,Employee Recognition||Retail,Forbes||Forbes
HSCEMD17P00077,Foster & Freeman USA,Foster & Freeman,Sterling,VA,121111.85,121111.85,Mission Support Dallas,Mission Support,Surveillance Equipment,Trade & Manufacturing,Digital Fingerprint Capture System,Surveillance Equipment||Trade & Manufacturing,Foster & Freeman USA||Foster & Freeman
70CMSD18FR0000022,Four Points Technology,Four Points Technology,Chantilly,VA,451232,1272388.55,Mission Support Dallas,Mission Support,Cloud,IT,Amazon Web Services Public Cloud,Cloud||IT,Four Points Technology||Four Points Technology
HSCETE15J00088,Four Points Technology,Four Points Technology,Chantilly,VA,2496579.84,3120724.8,Information Technology Division,Information Technology,Cloud,IT,Cloud Environment,Cloud||IT,Four Points Technology||Four Points Technology
HSCETE15J00416,Four Points Technology,Four Points Technology,Chantilly,VA,509158.89,509158.89,Information Technology Division,Information Technology,Cloud,IT,Cloud Environment in Support of Sevpams,Cloud||IT,Four Points Technology||Four Points Technology
HSCETE16J00343,Four Points Technology,Four Points Technology,Chantilly,VA,8152999.71,22807513.65,Information Technology Division,Information Technology,Cloud,IT,ICE Cloud Hosting Infrastructure to Support ICE/OCIO/SDD,Cloud||IT,Four Points Technology||Four Points Technology
70CTD018FR0000150,Four Points Technology,Four Points Technology,Chantilly,VA,21305.26,21305.26,Information Technology Division,Information Technology,Computers,IT,Firstsource Ii,Computers||IT,Four Points Technology||Four Points Technology
HSCEMD17J00071,FS Partners,FS Partners,Fairfax,VA,44814.6,44814.6,Mission Support Dallas,Mission Support,Computer Accessories,IT,IT Hardware,Computer Accessories||IT,FS Partners||FS Partners
HSCEMD17J00090,FS Partners,FS Partners,Fairfax,VA,10065.57,10065.57,Mission Support Dallas,Mission Support,Computer Accessories,IT,IT Hardware,Computer Accessories||IT,FS Partners||FS Partners
70CMSD18FR0000118,FS Partners,FS Partners,Fairfax,VA,61059.75,61059.75,Mission Support Dallas,Mission Support,Computer Peripherals,IT,Cisco Equipment and Service,Computer Peripherals||IT,FS Partners||FS Partners
70CMSD18FR0000012,FS Partners,FS Partners,Fairfax,VA,4596.92,4596.92,Mission Support Dallas,Mission Support,Computers,IT,Laptops and Peripheral Equipment,Computers||IT,FS Partners||FS Partners
70CTD018FR0000037,FS Partners,FS Partners,Fairfax,VA,9228.75,9228.75,Information Technology Division,Information Technology,Computers,IT,Firstsource Ii - Small Business Socio-Economic Category,Computers||IT,FS Partners||FS Partners
HSCEMD17J00026,FS Partners,FS Partners,Fairfax,VA,91725,91725,Mission Support Dallas,Mission Support,Computers,IT,Hard Drives,Computers||IT,FS Partners||FS Partners
HSCEMD17J00047,FS Partners,FS Partners,Fairfax,VA,183160.28,183160.28,Mission Support Dallas,Mission Support,Computers,IT,Hard Drives,Computers||IT,FS Partners||FS Partners
HSCEMD17J00053,FS Partners,FS Partners,Fairfax,VA,148358.5,148358.5,Mission Support Dallas,Mission Support,Computers,IT,4Tb Hard Drives,Computers||IT,FS Partners||FS Partners
HSCEMD17J00101,FS Partners,FS Partners,Fairfax,VA,103142.22,103142.22,Mission Support Dallas,Mission Support,Computers,IT,Mini Computers,Computers||IT,FS Partners||FS Partners
HSCEMD17J00131,FS Partners,FS Partners,Fairfax,VA,1043699.58,1043699.58,Mission Support Dallas,Mission Support,IT Support,IT,Computer Support Equipment,IT Support||IT,FS Partners||FS Partners
HSCEMD17J00061,FS Partners,FS Partners,Fairfax,VA,33728.9,33728.9,Mission Support Dallas,Mission Support,Lab Equipment,IT,Microscopes,Lab Equipment||IT,FS Partners||FS Partners
HSCEMD17J00060,FS Partners,FS Partners,Fairfax,VA,100966.91,100966.91,Mission Support Dallas,Mission Support,Network,IT,Software Storage,Network||IT,FS Partners||FS Partners
HSCEMD17J00087,FS Partners,FS Partners,Fairfax,VA,5449.05,5449.05,Mission Support Dallas,Mission Support,Network,IT,Server and Accessories,Network||IT,FS Partners||FS Partners
HSCETC17J00026,FS Partners,FS Partners,Fairfax,VA,286757.98,358447.48,Information Technology Division,Information Technology,Network,IT,Network Threat Equipment and Service,Network||IT,FS Partners||FS Partners
HSCEMD17J00133,FS Partners,FS Partners,Fairfax,VA,10645.25,10645.25,Mission Support Dallas,Mission Support,Software Training,IT,Training Vouchers,Software Training||IT,FS Partners||FS Partners
HSCEMS16F00056,Corporate Executive Board Company,Gartner,Arlington,VA,85484,85484,Mission Support Washington,Mission Support,Databases,Telecom,Subscription Service for Corporate Executive Board,Databases||Telecom,Corporate Executive Board Company||Gartner
HSCEMD13F00037,Systems Research & Applicatications,General Dynamics,Chantilly,VA,14142151.34,16843550.7,Detention Compliance And Removals,Detention Compliance And Removals,Surveillance Equipment,Trade & Manufacturing,Visa Screening Program Support Services,Surveillance Equipment||Trade & Manufacturing,Systems Research & Applicatications||General Dynamics
HSCEMD17F00098,Systems Research & Applicatications,General Dynamics,Chantilly,VA,12802464.36,12802464.36,Mission Support Dallas,Mission Support,Surveillance Equipment,Trade & Manufacturing,Lead Generation Support Services. Pop Is: 9/01/17 to 8/31/18,Surveillance Equipment||Trade & Manufacturing,Systems Research & Applicatications||General Dynamics
HSCEMD15F00113,Systems Research & Applicatications,General Dynamics,Fairfax,VA,3123690.76,3123690.76,Mission Support Dallas,Mission Support,Administrative Management,Consulting,Jtf-I Analysts Support Services,Administrative Management||Consulting,Systems Research & Applicatications||General Dynamics
HSCEMD15J00072,Systems Research & Applicatications,General Dynamics,Fairfax,VA,897947.73,897947.73,Mission Support Dallas,Mission Support,Administrative Management,Consulting,Mid-Level and Advanced Level Intelligence Training Course Design and Implementation,Administrative Management||Consulting,Systems Research & Applicatications||General Dynamics
HSCEMS12C00001,Computer Sciences,General Dynamics,Falls Church,VA,14185656,14185656,Mission Support Orlando,Mission Support,Computer Maintenance,Trade & Manufacturing,Technical Maintenance Facility O&M,Computer Maintenance||Trade & Manufacturing,Computer Sciences||General Dynamics
HSCETC16J00002,CSRA,General Dynamics,Falls Church,VA,47384418.04,70825511.35,Mission Support Washington,Mission Support,Databases,IT,Data Center 1,Databases||IT,CSRA||General Dynamics
70CMSD18FR0000096,Giant Oak,Giant Oak,Arlington,VA,990593.88,990593.88,Mission Support Dallas,Mission Support,Social Media,IT,Open Source/ Social Media Data Analytics - Ctceu,Social Media||IT,Giant Oak||Giant Oak
HSCEMD17D00001,Giant Oak,Giant Oak,Arlington,VA,,37008960.64,Mission Support Dallas,Mission Support,Social Media,IT,Open Source/ Social Media Data Analytics,Social Media||IT,Giant Oak||Giant Oak
HSCEMD17J00077,Giant Oak,Giant Oak,Arlington,VA,1056741.56,1056741.56,Mission Support Dallas,Mission Support,Social Media,IT,Open Source/ Social Media Data Analytics,Social Media||IT,Giant Oak||Giant Oak
HSCEMR17F00039,Global Resource Solutions,Global Resource Solutions,Fairfax,VA,1933200.83,4287775.18,Mission Support Orlando,Mission Support,Badges,Carceral Services,"Personal Identity Verification Cards (PIV), Badges and Credentials Services for ICE Personnel",Badges||Carceral Services,Global Resource Solutions||Global Resource Solutions
HSCEMD13J00063,Global Tech,Global Tech,Arlington,VA,11244642.54,12196890.54,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management,Consulting,Urgent Charter Flights for Cargo and Supplies for Puerto Rico Hurricane Relief,Administrative Management||Consulting,Global Tech||Global Tech
70CMSW18P00000025,Global Traveler,Global Traveler,Leesburg,VA,91812,91812,Mission Support Washington,Mission Support,Professional Development,Research & Professional Development,"Training at ICE Charleston, South Carolina",Professional Development||Research & Professional Development,Global Traveler||Global Traveler
HSCEMS15J00126,Golden Key Group,Golden Key Group,Centreville,VA,1123670,1123670,Mission Support Washington,Mission Support,Administrative Management,Consulting,Ocio Skill Gap Analysis and Career Path Development,Administrative Management||Consulting,Golden Key Group||Golden Key Group
HSCEMS17J00154,Golden Key Group,Golden Key Group,Centreville,VA,381600,890400,Mission Support Washington,Mission Support,Administrative Management,Consulting,Human Resource Support Services,Administrative Management||Consulting,Golden Key Group||Golden Key Group
HSCEMD17F00240,Government Scientific Source,Government Scientific Source,Reston,VA,89853.9,89853.9,Mission Support Dallas,Mission Support,Lab Equipment,Trade & Manufacturing,Digital Microscope,Lab Equipment||Trade & Manufacturing,Government Scientific Source||Government Scientific Source
HSCEMD17F00266,Govplace,Govplace,Reston,VA,53922.9,53922.9,Mission Support Dallas,Mission Support,Cameras,IT,Cellular Cameras and Swivel Enclosures,Cameras||IT,Govplace||Govplace
HSCETE17J00538,Govplace,Govplace,Reston,VA,3641.03,3641.03,Information Technology Division,Information Technology,Printers,IT,Printers,Printers||IT,Govplace||Govplace
70CTD018FC0000026,Govplace,Govplace,Reston,VA,9906.87,9906.87,Mission Support Washington,Mission Support,Software Licenses,IT,Vmware,Software Licenses||IT,Govplace||Govplace
70CTD018FC0000028,Govplace,Govplace,Reston,VA,35136.91,35136.91,Mission Support Washington,Mission Support,Software Licenses,IT,Vwmare Vsphere Subscription,Software Licenses||IT,Govplace||Govplace
70CTD018FC0000046,Govplace,Govplace,Reston,VA,20440.25,20440.25,Information Technology Division,Information Technology,Software Licenses,IT,Software,Software Licenses||IT,Govplace||Govplace
70CTD018FC0000050,Govplace,Govplace,Reston,VA,80336.09,80336.09,Information Technology Division,Information Technology,Software Licenses,IT,Software,Software Licenses||IT,Govplace||Govplace
70CTD018FC0000055,Govplace,Govplace,Reston,VA,142824.13,142824.13,Information Technology Division,Information Technology,Software Licenses,IT,Software Licenses,Software Licenses||IT,Govplace||Govplace
70CTD018FC0000060,Govplace,Govplace,Reston,VA,7542.35,7542.35,Information Technology Division,Information Technology,Software Licenses,IT,Software,Software Licenses||IT,Govplace||Govplace
HSCEMD17J00084,Govplace,Govplace,Reston,VA,7414.56,7414.56,Mission Support Dallas,Mission Support,Software Licenses,IT,Computer Software,Software Licenses||IT,Govplace||Govplace
HSCEMD17J00132,Govplace,Govplace,Reston,VA,212599.7,1475184.29,Mission Support Dallas,Mission Support,Software Licenses,IT,Software,Software Licenses||IT,Govplace||Govplace
HSCETC16J00041,Govplace,Govplace,Reston,VA,107999.84,107999.84,Information Technology Division,Information Technology,Software Licenses,IT,Law Enforcement Mission Critical. Renewal of Ief Support&Maintenance,Software Licenses||IT,Govplace||Govplace
HSCETE16J00039,Govplace,Govplace,Reston,VA,1140597.3,1771172,Information Technology Division,Information Technology,Software Licenses,IT,Appdynamics Licenses for SDD Ero Projects Branch,Software Licenses||IT,Govplace||Govplace
HSCETE16J00531,Govplace,Govplace,Reston,VA,169044.7,169044.7,Information Technology Division,Information Technology,Software Licenses,IT,Mulesoft Anypoint Platform Subscription for 12 Months,Software Licenses||IT,Govplace||Govplace
HSCEMD17J00011,Govplace,Govplace,Reston,VA,15025.2,15025.2,Mission Support Dallas,Mission Support,Storage,IT,Pelican Cases,Storage||IT,Govplace||Govplace
70CMSD18FR0000075,Govsmart,Govsmart,Charlottesville,VA,241211,241211,Mission Support Dallas,Mission Support,Surveillance Equipment,IT,Optik Scope Kits,Surveillance Equipment||IT,Govsmart||Govsmart
HSCEMS13F00047,Grant Thornton,Grant Thornton International,Alexandria,VA,12591145.16,24045850.96,Mission Support Orlando,Mission Support,Accounting,Financial,Budget and Performance Support Services and HSI Domestic Operations Support,Accounting||Financial,Grant Thornton||Grant Thornton International
70CMSW18FC0000025,Grant Thornton,Grant Thornton International,Alexandria,VA,1168999.5,6045047.1,Mission Support Washington,Mission Support,Administrative Management,Consulting,Personal Property Management Support Services,Administrative Management||Consulting,Grant Thornton||Grant Thornton International
HSCEMD13F00049,Grant Thornton,Grant Thornton International,Alexandria,VA,18370400.08,18370400.08,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management,Consulting,Sevp Strategic Communications Support Website Services,Administrative Management||Consulting,Grant Thornton||Grant Thornton International
HSCEMD15F00001,Grant Thornton,Grant Thornton International,Alexandria,VA,7812591.68,7812591.68,Mission Support Washington,Mission Support,Administrative Management,Consulting,Academic Engagement Initiative Support Services,Administrative Management||Consulting,Grant Thornton||Grant Thornton International
HSCEMD17P00068,Griffeye,Griffeye,Fairfax,VA,8000,8000,Mission Support Dallas,Mission Support,Software Licenses,IT,Software License Renewal,Software Licenses||IT,Griffeye||Griffeye
70CMSD18P00000060,Harris,Harris,Lynchburg,VA,4318.5,4318.5,Mission Support Dallas,Mission Support,Radios,Telecom,Communication Radios,Radios||Telecom,Harris||Harris
HSCEMS16J00016,Heckler & Koch Defense,Heckler & Koch Defense,Ashburn,VA,110715,110715,Mission Support Washington,Mission Support,Guns,Munitions,H&K Magazines for CBP,Guns||Munitions,Heckler & Koch Defense||Heckler & Koch Defense
HSCEMS16J00109,Heckler & Koch Defense,Heckler & Koch Defense,Ashburn,VA,19961.7,19961.7,Mission Support Washington,Mission Support,Guns,Munitions,HK OEM Weapon Parts,Guns||Munitions,Heckler & Koch Defense||Heckler & Koch Defense
HSCEMS17J00156,Heckler & Koch Defense,Heckler & Koch Defense,Ashburn,VA,5452.35,5452.35,Mission Support Washington,Mission Support,Guns,Munitions,Parts for Rebuilding HK Firearms,Guns||Munitions,Heckler & Koch Defense||Heckler & Koch Defense
HSCETC17J00039,Inserso,Inserso,Vienna,VA,4414763.18,200189330.6,Information Technology Division,Information Technology,IT Support,IT,IT Operatioins Support Services to Support ICE/OCIO/Operations (OPS),IT Support||IT,Inserso||Inserso
HSCETC15J00081,Inserso,Inserso,Vienna,VA,1074119.2,2297801.8,Mission Support Washington,Mission Support,Software Training,IT,Software Design Development Support Services for Sevis,Software Training||IT,Inserso||Inserso
HSCEMR14F00022,Integrated Finance & Accounting Solutions,Integrated Finance & Accounting Solutions,Woodbridge,VA,1510954.24,1510954.24,Mission Support Dallas,Mission Support,Administrative Management,Consulting,Statistician Services,Administrative Management||Consulting,Integrated Finance & Accounting Solutions||Integrated Finance & Accounting Solutions
HSCETE17F00051,Integration Technologies Group,Integration Technologies Group,Falls Church,VA,832354,832354,Information Technology Division,Information Technology,Surveillance Equipment,IT,Encoders,Surveillance Equipment||IT,Integration Technologies Group||Integration Technologies Group
HSCETC17F00004,Prizum,IntegrityOne Partners,Reston,VA,381037.44,381037.44,Information Technology Division,Information Technology,Databases,IT,Law Enforcement Information Sharing&Authoritative ICE Data Warehouse (AIDW) Traditional Operations and Maintenance (O&M) Support Services,Databases||IT,Prizum||IntegrityOne Partners
HSCETC16F00006,Prizum,IntegrityOne Partners,Reston,VA,688605,688605,Mission Support Washington,Mission Support,Software Training,IT,Software O&M Support Services,Software Training||IT,Prizum||IntegrityOne Partners
70CMSW18P00000001,International Association of Chiefs of Police,International Association of Chiefs of Police,Alexandria,VA,15900,15900,Mission Support Washington,Mission Support,Conferences,Research & Professional Development,Rent Booth for the 2017 International Association of Chiefs of Police (IACP).,Conferences||Research & Professional Development,International Association of Chiefs of Police||International Association of Chiefs of Police
HSCETC16F00018,Blue Canopy Group,Jacobs Engineering,Reston,VA,2991841.32,4306108.45,Mission Support Washington,Mission Support,Software Licenses,IT,Big Data Environment,Software Licenses||IT,Blue Canopy Group||Jacobs Engineering
HSCEMD14F00041,Java Productions,Java Productions,Blacksburg,VA,20908081.94,22435708.34,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management,Consulting,Comprehensive Fee Rule Implentation to Support Services for the Student and Exchange Visitor Program.,Administrative Management||Consulting,Java Productions||Java Productions
HSCEMS17F00011,Johnson Controls Security Solutions,Johnson Controls,Alexandria,VA,12608.45,12608.45,Mission Support Washington,Mission Support,Cameras,Carceral Services,Purchase Replacements for the Pcn Security Cameras.,Cameras||Carceral Services,Johnson Controls Security Solutions||Johnson Controls
HSCEMR15P00008,Tyco Integrated Security,Johnson Controls,Alexandria,VA,3478.22,3478.22,Mission Support Orlando,Mission Support,Locksmiths,Trade & Manufacturing,Purchase and Install A Cdx-10 Combination Lock,Locksmiths||Trade & Manufacturing,Tyco Integrated Security||Johnson Controls
HSCETE16F00038,Johnson Controls Security Solutions,Johnson Controls,Alexandria,VA,81200,81200,Information Technology Division,Information Technology,Security,Carceral Services,Pki Federal Bridge Connection,Security||Carceral Services,Johnson Controls Security Solutions||Johnson Controls
HSCETC15F00020,Tyco Integrated Security,Johnson Controls,Alexandria,VA,1450000.02,2416666.7,Mission Support Washington,Mission Support,Software Licenses,Telecom,Software,Software Licenses||Telecom,Tyco Integrated Security||Johnson Controls
70CMSD18P00000066,JTF Business Systems,JTF Business Systems,Alexandria,VA,9875.64,29626.92,Mission Support Dallas,Mission Support,Copiers,IT,Copier Maintenance,Copiers||IT,JTF Business Systems||JTF Business Systems
HSCEMD16P00112,JTF Business Systems,JTF Business Systems,Alexandria,VA,13430.88,13430.88,Mission Support Dallas,Mission Support,Copiers,IT,36Mo Service Contract for 2 Ricoh and 1 Konica Minolta Copiers,Copiers||IT,JTF Business Systems||JTF Business Systems
HSCEMD16P00128,JTF Business Systems,JTF Business Systems,Alexandria,VA,4400.16,6600.24,Mission Support Dallas,Mission Support,Copiers,IT,Establish Maintenance Contract On 1 Owned Canon Color Copier,Copiers||IT,JTF Business Systems||JTF Business Systems
70CMSD18FR0000089,JTF Business Systems,JTF Business Systems,Alexandria,VA,1200,6000,Mission Support Dallas,Mission Support,Copiers,Printing & Publishing,Replace Hscecr-13-F-00074 Copier Has Exhausted All Options Ero Boston Field Office,Copiers||Printing & Publishing,JTF Business Systems||JTF Business Systems
HSCEMD14F00042,JTF Business Systems,JTF Business Systems,Alexandria,VA,14420,14420,Detention Compliance And Removals,Detention Compliance And Removals,Copiers,Printing & Publishing,Ricoh Maintenance Renewal Period of Performance 4/9/14 to 4/8/15,Copiers||Printing & Publishing,JTF Business Systems||JTF Business Systems
HSCEMD16F00067,JTF Business Systems,JTF Business Systems,Alexandria,VA,14400,24000,Mission Support Dallas,Mission Support,Copiers,Printing & Publishing,Maintenance Agreement for 8 Various Brand Copiers,Copiers||Printing & Publishing,JTF Business Systems||JTF Business Systems
70CMSW18P00000015,Kapsuun Group,Kapsuun Group,Lorton,VA,458671.6,2361395,Mission Support Washington,Mission Support,Education,Research & Professional Development,Spanish Instruction,Education||Research & Professional Development,Kapsuun Group||Kapsuun Group
HSCEMS14F00037,Kearney & Company,Kearney & Company,Alexandria,VA,3234767.62,3234767.62,Mission Support Orlando,Mission Support,Accounting,Financial,Audit Remediation Audit Liaison Support Services,Accounting||Financial,Kearney & Company||Kearney & Company
70CTD018FR0000058,Knight Point Systems,Knight Point Systems,Reston,VA,286924.8,1327929.6,Information Technology Division,Information Technology,IT Support,IT,Tier II Help Desk Support Services for Ffms and Cge,IT Support||IT,Knight Point Systems||Knight Point Systems
HSCETC14J00013,Knight Point Systems,Knight Point Systems,Reston,VA,3892571.76,3892571.76,Mission Support Washington,Mission Support,It Support,IT,Tier II Help Desk Support,It Support||IT,Knight Point Systems||Knight Point Systems
HSCETC16J00050,Knight Point Systems,Knight Point Systems,Reston,VA,24293923.61,77725238.66,Information Technology Division,Information Technology,It Support,IT,IT Services for Operations and Solutions Delivery Support Services (OSDSS),It Support||IT,Knight Point Systems||Knight Point Systems
HSCEMD14F00066,Knowledgebank,Knowledgebank,Ashburn,VA,616558.28,907742.28,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management,Consulting,"Human Captial, Senior Executive Service (SES) Consulting and Program Support",Administrative Management||Consulting,Knowledgebank||Knowledgebank
